idind,predid_i,pid_i,pid_h,oid_i,oid_h,nid_i,nid_h,mid_i,mid_h,lid_i,lid_h,kid_i,kid_h,jid_i,jid_h,iid_i,iid_h,hid_i,hid_h,gid_i,gid_h,fid_i,fid_h,eid_i,eid_h,did_i,did_h,cid_i,cid_h,bid_i,bid_h,aid_i,aid_h,p_origsm,p_inwgt,psu,region,ssu,status,popul,p_int_y,p_adult,p_child,p_marst,p_occup08,p_educ,p_diplom,p_diplom_1,site,ph3,ph4,ph4.1,ph5,p_born_m,ph6,p_age,ph7.1,ph7.2,ph8a,ph8b,pi1,pi2,pi3,pi3.1,pi4,pi7,pi8,pj1,pj1.1.1,pj1.1.2,pj1.1.3,pj1.1.4,pj2cod08,pj4.1,pj5a,pj5b,pj5.2,pj6,pj6.0,pj6.1a,pj6.1b,pj6.2,pj7,pj7.1,pj8,pj8.1,pj8.2,pj8.3,pj9,pj10,pj10.1,pj10.2,pj11,pj11.1,pj11.2,pj13,pj13.2,pj14,pj15,pj16,pj18.2,pj19,pj21a,pj21b,pj21.3,pj23,pj24,pj25,pj26,pj29,pj308,pj309,pj22,pj29.0,pj31,pj29.1,pj29.2.1,pj29.2.2,pj29.2.3,pj32,pj32.1,pj33cod08,pj35.1,pj36.1a,pj36.1b,pj36.2,pj37,pj38,pj39,pj40,pj41,pj41.1,pj41.2,pj313,pj314,pj43,pj49,pj50,pj51,pj52,pj56,pj56.11c08,pj56.12c08,pj56.13c08,pj57,pj58,pj59,pj59.1,pj60,pj60.4a1,pj60.4a2,pj60.4a3,pj60.4a7,pj60.4a8,pj60.4a9,pj60.5a,pj61,pj62,pj63,pj64,pj65,pj66,pj66.1,pj69.9c,pj70.1,pj70,pj70.2,pk3.1,pk3.2,pk3.2s,pj317,pj318,pj319,pj71,pj72.1a,pj72.1b,pj721dac08,pj72.1c,pj72.1e,pj72.1a2,pj72.1b2,pj721dbc08,pj72.1c2,pj72.1e2,pj72.1a3,pj72.1b3,pj721dcc08,pj72.1c3,pj72.1e3,pj72.1a4,pj72.1b4,pj721ddc08,pj72.1c4,pj72.1e4,pj72.1a5,pj72.1b5,pj721dec08,pj72.1c5,pj72.1e5,pj72.2a,pj72.2b,pj722dac08,pj72.2c,pj72.2e,pj72.2h,pj72.2i,pj72.2a2,pj72.2b2,pj722dbc08,pj72.2c2,pj72.2e2,pj72.2h2,pj72.2i2,pj72.3a,pj72.3b,pj723dac08,pj72.3c,pj72.3e,pj72.3h,pj72.3i,pj72.3a2,pj72.3b2,pj723dbc08,pj72.3c2,pj72.3e2,pj72.3h2,pj72.3i2,pj72.4a,pj72.4b,pj724dac08,pj72.4c,pj72.4e,pj72.4h,pj72.4i,pj72.4a2,pj72.4b2,pj724dbc08,pj72.4c2,pj72.4e2,pj72.4h2,pj72.4i2,pj72.5a,pj72.5b,pj725dac08,pj72.5c,pj72.5e,pj72.5h,pj72.5i,pj72.5a2,pj72.5b2,pj725dbc08,pj72.5c2,pj72.5e2,pj72.5h2,pj72.5i2,pj72.51,pj72.6a,pj72.6b,pj726dac08,pj72.6c,pj72.6e,pj72.6h,pj72.6i,pj72.6a2,pj72.6b2,pj726dbc08,pj72.6c2,pj72.6e2,pj72.6h2,pj72.6i2,pj7260.1,pj7260.2,pj7260.3,pj72.18a,pj69.1,pj60.1,pj72.11,pj72121ac08,pj72121c,pj371,pj72121b,pj72121d,pj400.1,pj400.2,pj400.3,pj400.4,pj400.5,pj400.7,pj400.8,pj400.9,pj400.10,pj400.6,pj72.151,pj72a.1,pj72a.2,pj72a.3,pj260,pj262,pj72.161,pj721621,pj721622,pj721623,pj72160,pj123,pj124.1,pj124.2,pj124.3,pj124.4,pj359.1,pj359.2,pj359.3,pj125.1,pj125.2,pj125.3,pj125.4,pj125.5,pj125.6,pj125.7,pj125.8,pj125.9,pj184,pj360.2,pj360.3,pj360.4,pj322,pj323m,pj323y,pj324,pj324s,pj325m,pj325y,pj72.18,pj72.19,pj721631,pj721632,pj721633,pj721634,pj721635,pj72.171,pj72.172,pj72.173,pj215a,pj215b,pj216ac08,pj216bc08,pj217a,pj217b,pj73,pj73.3y,pj73.3m,pj259,pj73.4y,pj73.4m,pj74.1a,pj74.1b,pj74.1c,pj74.1s,pj74.22,pj74.23,pj73.1am,pj73.1ay,pj75,pj363,pj133.1,pj133.2,pj133.3,pj133.4,pj133.5,pj133.6,pj133.7,pj133.8,pj133.9,pj187,pj77,pj78,pj80a,pj80b,pj80.1,pj80.2c08,pj85,pj86,pj87,pj88,pj89,pj89.1,pj161.1y,pj161.1m,pj161.2y,pj161.2m,pj81,pj81.1,pj81.2,pj82,pj83.1,pj83.2,pj83.3,pj83.4,pj83.5,pj83.6,pj83.7,pj136,pj84.1,pj84.2,pj90,pj188,pj189a,pj189b,pj368,pj170.1,pj170.2,pj170.31,pj170.32,pj170.4,pj197,pj198.1,pj198.2,pj198.3,pj199,pj200,pj201.01,pj201.02,pj201.03,pj201.04,pj201.05,pj201.06,pj201.07,pj201.08,pj201.09,pj201.10,pj117.01,pj117.02,pj117.03,pj117.04,pj117.05,pj117.06,pj117.07,pj117.08,pj117.09,pj117.10,pj117.11,pj117.12,pj117.13,pj117.14,pj117.15,pj117.16,pj117.17,ll,ph7.1_l,ph7.2_l,ph8a_l,ph8b_l,pl2.2,pl3.1.1,pl3.1.1b,pl3.1.2,pl3.1.2b,pl3.1.4,pl3.1.4b,pl3.1.4s,pl82.1,pl82.2,pl82s,pl5.0,pl83,pl84,pl85,pl86.1,pl86.2,pl86.3,pl86.4,pl86.4s,pl87,pl5,pl5.1,pl58,pl59.1,pl59.2,pl59.3,pl59.4,pl59.5,pl88.1a,pl88.1b,pl88.2a,pl88.2b,pl88.3a,pl88.3b,pl128,pl60.1a,pl60.1b,pl60.2a,pl60.2b,pl60.3a,pl60.3b,pl17,pl18,pl80.1a,pl80.1b,pl80.2a,pl80.2b,pl80.3a,pl80.3b,pl66,pl67,pl31,pl32,pl89,pl90,pl20,pl23,pl68.1,pl68.2,pl68.3,pl25.1,pl69.1a,pl69.1b,pl69.2a,pl69.2b,pl69.3a,pl69.3b,pl24.1,pl70.1a,pl70.1b,pl70.2a,pl70.2b,pl70.3a,pl70.3b,pl76,pl77.1,pl77.2,pl77.3,pl78.1a,pl78.1b,pl78.2a,pl78.2b,pl78.3a,pl78.3b,pl26,pl79.1a,pl79.1b,pl79.2a,pl79.2b,pl79.3a,pl79.3b,pl91,pl53,pl54,pl92,pl93,pl94,pl95,pl96,pl97.1,pl97.2,pl97s,pl98,pl99,pl100,pl101,pl102,pl103.1a,pl103.1b,pl103.2a,pl103.2b,pl104.1,pl104.2,pl104s,pl105,pl106,pl106s,pl107,pl107s,pl108,pl109.1,pl109.2,pl109.3,pl109.4,pl109.5,pl109.6,pl109.7,pl109s,pl110,pl111,pl112,pl113.1,pl113.2,pl113s,pl114,pl115,pl116,pl117,pl118,pl119,pl120.1,pl120.2,pl120s,pl121,pl122,pl123.1,pl123.2,pl123.3,pl123.4,pl123.5,pl123.6,pl123.7,pl123s,pl124,pl125,pl126.1,pl126.2,pl126s,pl127,ps1.1_l,ps1.2_l,ps2_l,ps3_l,ps4_l,ps5_l,ps6_l,ps7_l,pm1,pm2,pm2.1,pm3,pm20.61,pm20.62,pm20.63,pm20.64,pm20.65,pm20.66,pm20.67,pm20.7,pm20.8,pm20.9m,pm20.9y,pm39,pm43,pm46,pm58.1,pm59,pm62,pm62.1,pm62.3,pm62.5,pm62.5s,pm131,pm64,pm66,pm71,pm72,pm73,pm74,pm75,pm149,pm150,pm77,pm78,pm147,pm148_a,pm148_b,pm79,pm80.0,pm80,pm80.1,pm81,pm82.1,pm82.2,pm82.3,pm83.1,pm83.2,pm83.3,pm83.4,pm83.5,pm84.11a,pm84.11b,pm84.11d,pm84.12a,pm84.12b,pm84.12d,pm84.2a,pm84.2b,pm84.2d,pm84.3a,pm84.3b,pm84.3d,pm84.4a,pm84.4b,pm84.4d,pm84.5a,pm84.5b,pm84.5d,pm84.7a,pm84.7b,pm84.7d,pm84.6a,pm84.6b,pm84.6d,pm84.6c,pm151,pm152,pm117.0,pm117.1,pm113.1a,pm113.1b,pm113.1c,pm113.1d,pm11311a,pm11311b,pm11311c,pm11311d,pm113.2a,pm113.2b,pm113.2c,pm113.2d,pm113.3a,pm113.3b,pm113.3c,pm113.3d,pm113.4a,pm113.4b,pm113.4c,pm113.4d,pm113.5a,pm113.5b,pm113.5c,pm113.5d,pm11351a,pm11351b,pm11351c,pm11351d,pm113.6a,pm113.6b,pm113.6c,pm113.6d,pm114,pn1.1,pn1.2,pn1.3,pn1.4,pn1.5,pn1.6,pn2,pn4,pn6,pn6.1,pn30,pn31,pn31.1,pn31.2,pn31.3,pn60,pn72,pn61m,pn61y,ps1.1,ps1.2,ps2,ps3,ps4,ps5,ps6,ps7,ph11,pk3.3,pk3.4,pk7.1,pk7.2,pk7.3.1a,pk7.3.1b,pk7.3.1c,pk7.3.2a,pk7.3.2b,pk7.3.2c,pk7.3.3a,pk7.3.3b,pk7.3.3c,pk7.3.4a,pk7.3.4b,pk7.3.4c,pk7.4,pk7.5,pk7.6.1a,pk7.6.1b,pk7.6.1c,pk7.6.2a,pk7.6.2b,pk7.6.2c,pk7.6.3a,pk7.6.3b,pk7.6.3c,pk7.6.4a,pk7.6.4b,pk7.6.4c,pk761.1a,pk761.1b,pk761.1c,pk761.2a,pk761.2b,pk761.2c,pk761.3a,pk761.3b,pk761.3c,pk761.4a,pk761.4b,pk761.4c,pk761.5a,pk761.5b,pk761.5c,pk761.6a,pk761.6b,pk761.6c,pk7.7.1a,pk7.7.1b,pk7.7.1c,pk7.7.7a,pk7.7.7b,pk7.7.7c,pk7.7.3a,pk7.7.3b,pk7.7.3c,pk7.7.6a,pk7.7.6b,pk7.7.6c,pk7.7.4a,pk7.7.4b,pk7.7.4c,pk771.1a,pk771.1b,pk771.1c,pk771.2a,pk771.2b,pk771.2c,pk771.3a,pk771.3b,pk771.3c,pk771.4a,pk771.4b,pk771.4c,pk7.8.1,pk7.8.2a,pk7.8.2b,pk8.1,pk8.2,pk8.3,pk8.4,pk8.5,pk8.6,pk8_1,pk8_2,pk8.a.1a,pk8.a.1b,pk8.a.1c,pk8.a.2a,pk8.a.2b,pk8.a.2c,pk8.a.3a,pk8.a.3b,pk8.a.3c,pk8.a.4a,pk8.a.4b,pk8.a.4c,pk8.13,pk81311a,pk81311b,pk81311c,pk81312a,pk81312b,pk81312c,pk81314a,pk81314b,pk81314c,pk81315a,pk81315b,pk81315c,pk8.151a,pk8.151b,pk8.151c,pk8.153a,pk8.153b,pk8.153c,pk8.152a,pk8.152b,pk8.152c,pk81511a,pk81511b,pk81511c,pk81512a,pk81512b,pk81512c,pk81513a,pk81513b,pk81513c,pk816.1a,pk816.1b,pk816.1c,pk816.2a,pk816.2b,pk816.2c,pk8.17,pk8.18,pk8.19.1,pk8.19.2,pk8.19.3,pk8.19.4,pk8.20,pk9,pk10,pk11,pk12a,pk12b,pk13,pk14,pk15a,pk15b,pk17,pk18,pk19a,pk19b,pk20,pk21,pl129,pl130,pl81.1,pl81.2,pl81.3,pl81.4,pl81.5,pl81.6,pl81.7,pl81.8,pl81.8s,pm96,pm97,pm98,pm99,pm100,pm101,pm102,pm103,pm104,pm105,pm106,pm107,pm108,pm109,pm111
10708.0,568003.0,141254303.0,1412543.0,141254303.0,1412543.0,24154303.0,241543.0,2411421803.0,24114218.0,2411421803.0,24114218.0,,,,,,,,,,,,,,,141140301.0,1411403.0,141140301.0,1411403.0,141140301.0,1411403.0,14116201.0,141162.0,1.0,0.8538881562203852,1.0,141.0,14.0,1.0,4879600.0,2011.0,1.0,0.0,5.0,,21.0,6.0,6.0,141.0,2543.0,3.0,1.0,2.0,,1938.0,73.0,13.0,12.0,0.0,30.0,2.0,,,2.0,1.0,1967.0,99999996.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,17200.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,1938.0,10.0,1.0,,,,,2.0,4.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,8.0,2643.0,1.0,1968.0,1.0,1.0,,,,,,,,4.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,7.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,5.0,,,3.0,,,,5.0,99999996.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,,,,,,,1.0,39.0,7.0,99999996.0,3.0,8.0,11.0,,,,2.0,,10.0,1993.0,1.0,17200.0,,,,,,,,,,,2.0,1.0,1997.0,9.0,3.0,1349.0,,,,,,,39.0,7.0,99999996.0,,2.0,,,,,,,,,,,,,,4.0,,,,2.0,2.0,2.0,1.0,99999996.0,99999996.0,2.0,,,,,2.0,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,13.0,12.0,0.0,25.0,2.0,,,,,,,,2.0,4.0,,4.0,99999996.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,600.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,76.0,158.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2007.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,99999995.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709.0,568002.0,141254302.0,1412543.0,141254302.0,1412543.0,24154302.0,241543.0,2411421802.0,24114218.0,2411421802.0,24114218.0,,,,,,,,,,,,,,,,,141140302.0,1411403.0,141140302.0,1411403.0,14116202.0,141162.0,1.0,1.1518534522525898,1.0,141.0,14.0,1.0,4879600.0,2011.0,1.0,0.0,2.0,2.0,21.0,6.0,6.0,141.0,2543.0,2.0,1.0,1.0,,1968.0,43.5,13.0,12.0,0.0,25.0,2.0,,,1.0,1.0,1968.0,99999996.0,1.0,2.0,2.0,3.0,2.0,2152.0,14.0,2007.0,7.0,7.0,2.0,,10.0,0.0,50.0,1.0,24.0,200.0,1.0,60.0,2.0,1.0,30000.0,99999997.0,99999996.0,1.0,2.0,3.0,2.0,30000.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,30000.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,1968.0,10.0,1.0,,,,,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,5.5,2111.0,1.0,1993.0,1.0,1.0,,,,,,,,4.0,3.0,,,,,,,,,,,,,,1.0,2.0,2.0,7.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,1989.0,,,6.0,1989.0,5.0,99999996.0,2.0,1.0,2.0,2.0,99999997.0,1.0,1.0,1.0,1935.0,1939.0,2631.0,2354.0,9.0,9.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,8.0,3.0,5.0,2.0,2.0,,,,,,,,,,,,,,11.0,1.0,1987.0,1989.0,2.0,2.0,2.0,1.0,2.0,99999996.0,2.0,,,,,2.0,,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,13.0,12.0,0.0,25.0,2.0,,,,,,,,2.0,,,5.0,99999996.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999997.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,70.0,170.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,1.0,30.0,5.0,2.0,,,2.0,,,,5.0,1.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,99999995.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10710.0,568001.0,141254301.0,1412543.0,141254301.0,1412543.0,24154301.0,241543.0,2411421801.0,24114218.0,2411421801.0,24114218.0,,,,,,,,,,,,,,,141140303.0,1411403.0,141140303.0,1411403.0,141140303.0,1411403.0,14116203.0,141162.0,1.0,1.0117804581689263,1.0,141.0,14.0,1.0,4879600.0,2011.0,1.0,0.0,2.0,,21.0,6.0,6.0,141.0,2543.0,1.0,1.0,2.0,,1968.0,43.0,13.0,12.0,0.0,30.0,2.0,,,2.0,1.0,1968.0,99999996.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1968.0,10.0,1.0,,,,,1.0,,2.0,1.0,99999999.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,5.5,2111.0,1.0,1991.0,1.0,1.0,,,,,,,,4.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,7.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,99999996.0,,2.0,6.0,1989.0,,,6.0,1989.0,5.0,99999996.0,2.0,1.0,2.0,2.0,99999997.0,1.0,1.0,1.0,1926.0,1938.0,99999997.0,2643.0,9.0,9.0,2.0,,,,,,,,,,,,,,,,99999999.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,99999999.0,2.0,1.0,1996.0,11.0,3.0,2.0,2.0,,,,,,6.0,1.0,99999996.0,,2.0,,,,,,,,,,,,,,7.0,,,,2.0,2.0,2.0,1.0,2.0,99999996.0,2.0,,,,,2.0,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,13.0,12.0,0.0,25.0,2.0,,,,,,,,2.0,4.0,,4.0,99999996.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,600.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,99999997.0,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,,2.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,45.0,155.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,2.0,,,,,,1.0,1.0,,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,700.0,1.0,2.0,,,2.0,,,1.0,300.0,1.0,2.0,,,2.0,,,2.0,,,2.0,,,,5.0,1.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,99999995.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,2.0,,2.0,,,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18947.0,705501.0,138204401.0,1382044.0,,,,,,,,,2380124401.0,23801244.0,,,238014401.0,2380144.0,238014401.0,2380144.0,238014401.0,2380144.0,238014401.0,2380144.0,,,,,,,,,,,1.0,0.8538881562203852,2.0,138.0,1.0,1.0,11503500.0,2012.0,1.0,0.0,4.0,,21.0,6.0,6.0,138.0,2044.0,1.0,1.0,2.0,,1941.0,70.0,20.0,1.0,0.0,20.0,1.0,7.0,1.0,1.0,1.0,99999999.0,99999999.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,12200.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0,99999997.0,2.0,4.0,1941.0,10.0,1.0,,,,,99999999.0,,99999999.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,6.0,2131.0,1.0,1965.0,99999999.0,99999999.0,,,,,,,,99999999.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,7.0,99999997.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,4.0,,,3.0,,,,3.0,99999996.0,2.0,99999996.0,2.0,2.0,2.0,1.0,1.0,0.0,,,,,,,1.0,36.0,99999997.0,99999996.0,99999996.0,,10.0,,,,,,7.0,1994.0,1.0,12200.0,,,,,,,,,,,2.0,1.0,1994.0,7.0,2.0,8.0,,,,,,,36.0,99999997.0,99999996.0,,2.0,,,,,,,,,,,,,,4.0,,,,99999997.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,20.0,1.0,0.0,10.0,2.0,,,,,,,,1.0,,,5.0,99999996.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,500.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,69.0,152.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,1.0,1.0,,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,300.0,3.0,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,,5.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,99999995.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
